City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
517,Kununurra,AU,2020-04-04 8:02,-15.77,128.74,89.6,46,75,18.34,broken clouds,0,0
518,Cairns,AU,2020-04-04 8:02,-16.92,145.77,80.6,65,89,10.29,overcast clouds,0,0
519,Burnie,AU,2020-04-04 8:02,-41.05,145.91,52,53,37,8.01,scattered clouds,0,0
520,Neryungri,RU,2020-04-04 8:02,56.66,124.71,9.68,94,100,11.52,snow,0,2.19
521,Smolensk,RU,2020-04-04 8:02,54.79,32.05,51.46,88,100,13.27,overcast clouds,0,0
522,Saint-Pie,CA,2020-04-04 8:02,45.5,-72.91,37.4,94,90,12.75,overcast clouds,0,0
523,Chalisgaon,IN,2020-04-04 8:02,20.46,75,85.55,53,84,6.46,broken clouds,0,0
524,Calvinia,ZA,2020-04-04 8:02,-31.47,19.78,75.2,31,0,16.11,clear sky,0,0
525,Matara,BI,2020-04-04 8:02,-3.48,29.48,80.6,61,20,8.23,few clouds,0,0
526,Coquimbo,CL,2020-04-04 8:02,-29.95,-71.34,57.2,76,58,3.36,broken clouds,0,0
527,Tarakan,ID,2020-04-04 8:02,3.3,117.63,83.64,71,100,5.17,overcast clouds,0,0
528,Kysyl-Syr,RU,2020-04-04 8:02,63.9,122.77,6.85,96,99,4.61,overcast clouds,0,0
529,Ergani,TR,2020-04-04 8:02,38.27,39.76,59,50,20,3.36,few clouds,0,0
530,Iquique,CL,2020-04-04 8:02,-20.22,-70.14,64.4,72,90,4.7,overcast clouds,0,0
531,Tromso,NO,2020-04-04 8:02,69.65,18.96,30.2,92,75,9.17,broken clouds,0,0
532,Qinhuangdao,CN,2020-04-04 8:02,39.94,119.59,48.94,40,0,3.89,clear sky,0,0
533,Cam Ranh,VN,2020-04-04 8:02,11.92,109.15,82.4,83,75,4.7,broken clouds,0,0
534,Shimanovsk,RU,2020-04-04 8:02,52,127.67,25.25,88,100,10.09,overcast clouds,0,0
535,Kologriv,RU,2020-04-04 8:02,58.83,44.31,37.31,97,100,11.45,moderate rain,3.31,0
536,Llandrindod Wells,GB,2020-04-04 8:02,52.24,-3.38,46.99,96,63,3.65,light rain,0.38,0
